timestamp,instance,rule,seed,makespan,jobs,machines,total_ops,agvCount,decisions,total_reward,timescale,parking_method,pre_dispatching_method,stochastic_tag,weibull_k,weibull_lambda,mean_ttf_theoretical,repair_log_mu,repair_log_sigma,episode_failures,total_repair_time,dynamic_arrivals,arrival_lambda,mean_interarrival_theoretical,mean_interarrival_realised,last_arrival_sim_time
2026-06-25 23:06:39,med_capctl_cap150,SPT_SRWT,43,69200.02,160,15,1031,5,2062,-0.7379,100.0,single,fixed,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,150,0.044,22.7,24.4,3666.7
2026-06-25 23:33:12,med_capctl_cap150,SPT_SRWT,44,70066.69,160,15,1041,5,2082,-0.7351,100.0,single,fixed,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,150,0.044,22.7,23.8,3566.7
2026-06-26 00:52:26,med_capctl_cap400,SPT_SRWT,42,176833.34,410,15,2637,5,5274,-0.7842,100.0,single,fixed,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,400,0.044,22.7,25.3,10100.0
2026-06-26 02:12:33,med_capctl_cap400,SPT_SRWT,43,178066.69,410,15,2655,5,5310,-0.7724,100.0,single,fixed,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,400,0.044,22.7,23.3,9300.0
2026-06-26 03:33:25,med_capctl_cap400,SPT_SRWT,44,178966.69,410,15,2669,5,5338,-0.7663,100.0,single,fixed,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,400,0.044,22.7,23.6,9433.4
2026-06-25 21:36:15,med_capctl_cap15,SRT_SMPT,42,11732.99,25,15,170,5,340,-0.6942,100.0,single,fixed,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,15,0.044,22.7,26.6,399.7
2026-06-25 21:40:24,med_capctl_cap15,SRT_SMPT,43,11766.67,25,15,168,5,336,-0.7068,100.0,single,fixed,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,15,0.044,22.7,35.6,533.3
2026-06-25 21:44:28,med_capctl_cap15,SRT_SMPT,44,11466.67,25,15,163,5,326,-0.7045,100.0,single,fixed,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,15,0.044,22.7,20.0,300.0
2026-06-25 21:54:19,med_capctl_cap50,SRT_SMPT,42,27033.34,60,15,394,5,788,-0.7193,100.0,single,fixed,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,50,0.044,22.7,29.3,1466.7
2026-06-25 22:04:15,med_capctl_cap50,SRT_SMPT,43,27100.0,60,15,396,5,792,-0.7193,100.0,single,fixed,arr,0.0,0.0,0.0,0.0,0.0,0,0.0,50,0.044,22.7,23.3,1166.7
